row_id,attacker_model,victim_model,dataset,attack_type,attack_method,variant,similarity
5,GhostFaceNet,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.06766658276319504
5,GhostFaceNet,VGG-Face,vggface2_pairs,impersonation_attack,ATT,vanilla,0.08861948549747467
5,GhostFaceNet,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,0.1538030207157135
17,GhostFaceNet,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,0.2655954957008362
17,GhostFaceNet,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.3684459924697876
17,GhostFaceNet,VGG-Face,vggface2_pairs,impersonation_attack,ATT,vanilla,0.1879512369632721
17,GhostFaceNet,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,0.07394041121006012
19,GhostFaceNet,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,0.13243050873279572
19,GhostFaceNet,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.2685600221157074
19,GhostFaceNet,VGG-Face,vggface2_pairs,impersonation_attack,ATT,vanilla,0.07931552827358246
19,GhostFaceNet,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,0.0052920738235116005
21,GhostFaceNet,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,-0.17881391942501068
21,GhostFaceNet,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.23606088757514954
21,GhostFaceNet,VGG-Face,vggface2_pairs,impersonation_attack,ATT,vanilla,0.06828024983406067
21,GhostFaceNet,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,0.006302177906036377
6,GhostFaceNet,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.6369686722755432
6,GhostFaceNet,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.737462043762207
6,GhostFaceNet,VGG-Face,lfw_pairs,dodging_attack,ATT,vanilla,0.5427963137626648
6,GhostFaceNet,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.4122536778450012
9,GhostFaceNet,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.8102334141731262
9,GhostFaceNet,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.2568538188934326
9,GhostFaceNet,VGG-Face,lfw_pairs,dodging_attack,ATT,vanilla,0.5392180681228638
9,GhostFaceNet,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.6225762367248535
15,GhostFaceNet,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.5107449293136597
15,GhostFaceNet,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.4700038731098175
15,GhostFaceNet,VGG-Face,lfw_pairs,dodging_attack,ATT,vanilla,0.4251512885093689
15,GhostFaceNet,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.4391593933105469
16,GhostFaceNet,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.6470270156860352
16,GhostFaceNet,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.512880802154541
16,GhostFaceNet,VGG-Face,lfw_pairs,dodging_attack,ATT,vanilla,0.38531577587127686
16,GhostFaceNet,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.47400519251823425
23,GhostFaceNet,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.7255582213401794
23,GhostFaceNet,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.5979892015457153
23,GhostFaceNet,VGG-Face,lfw_pairs,dodging_attack,ATT,vanilla,0.5050732493400574
23,GhostFaceNet,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.6128405332565308
18,GhostFaceNet,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.5141161680221558
18,GhostFaceNet,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.42986762523651123
18,GhostFaceNet,VGG-Face,celeba_pairs,dodging_attack,ATT,vanilla,0.27336812019348145
18,GhostFaceNet,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.3286485970020294
27,GhostFaceNet,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.7309895157814026
27,GhostFaceNet,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.5424820780754089
27,GhostFaceNet,VGG-Face,celeba_pairs,dodging_attack,ATT,vanilla,0.3512839674949646
27,GhostFaceNet,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.6368930339813232
28,GhostFaceNet,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.6920998692512512
28,GhostFaceNet,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.2531900107860565
28,GhostFaceNet,VGG-Face,celeba_pairs,dodging_attack,ATT,vanilla,0.4901713728904724
28,GhostFaceNet,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.5894631743431091
30,GhostFaceNet,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.31005120277404785
30,GhostFaceNet,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.31461769342422485
30,GhostFaceNet,VGG-Face,celeba_pairs,dodging_attack,ATT,vanilla,0.09935567528009415
30,GhostFaceNet,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.3079683482646942
33,GhostFaceNet,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.8559167385101318
33,GhostFaceNet,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.7344502210617065
33,GhostFaceNet,VGG-Face,celeba_pairs,dodging_attack,ATT,vanilla,0.7104133367538452
33,GhostFaceNet,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.604334831237793
1,GhostFaceNet,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.8332786560058594
1,GhostFaceNet,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.32405251264572144
1,GhostFaceNet,VGG-Face,vggface2_pairs,dodging_attack,ATT,vanilla,0.44321662187576294
1,GhostFaceNet,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.5615147352218628
4,GhostFaceNet,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.49876871705055237
4,GhostFaceNet,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.014440362341701984
4,GhostFaceNet,VGG-Face,vggface2_pairs,dodging_attack,ATT,vanilla,0.18752381205558777
4,GhostFaceNet,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.19732651114463806
7,GhostFaceNet,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.41943010687828064
7,GhostFaceNet,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.39723023772239685
7,GhostFaceNet,VGG-Face,vggface2_pairs,dodging_attack,ATT,vanilla,0.197872593998909
7,GhostFaceNet,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.41428154706954956
10,GhostFaceNet,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.7226351499557495
10,GhostFaceNet,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.5112168788909912
10,GhostFaceNet,VGG-Face,vggface2_pairs,dodging_attack,ATT,vanilla,0.4047085642814636
10,GhostFaceNet,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.5935581922531128
11,GhostFaceNet,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.6065444946289062
11,GhostFaceNet,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.16411516070365906
11,GhostFaceNet,VGG-Face,vggface2_pairs,dodging_attack,ATT,vanilla,0.3767288327217102
11,GhostFaceNet,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.369254469871521
0,VGG-Face,Facenet512,lfw_pairs,impersonation_attack,ATT,vanilla,0.733721137046814
0,VGG-Face,ArcFace,lfw_pairs,impersonation_attack,ATT,vanilla,0.5024944543838501
0,VGG-Face,GhostFaceNet,lfw_pairs,impersonation_attack,ATT,vanilla,0.06896255910396576
0,VGG-Face,IR152,lfw_pairs,impersonation_attack,ATT,vanilla,0.27254724502563477
32,VGG-Face,Facenet512,lfw_pairs,impersonation_attack,ATT,vanilla,0.485394686460495
32,VGG-Face,ArcFace,lfw_pairs,impersonation_attack,ATT,vanilla,0.3048943877220154
32,VGG-Face,GhostFaceNet,lfw_pairs,impersonation_attack,ATT,vanilla,0.20280665159225464
32,VGG-Face,IR152,lfw_pairs,impersonation_attack,ATT,vanilla,0.08266051113605499
48,VGG-Face,Facenet512,lfw_pairs,impersonation_attack,ATT,vanilla,0.13001203536987305
48,VGG-Face,ArcFace,lfw_pairs,impersonation_attack,ATT,vanilla,0.269283652305603
48,VGG-Face,GhostFaceNet,lfw_pairs,impersonation_attack,ATT,vanilla,0.28392329812049866
48,VGG-Face,IR152,lfw_pairs,impersonation_attack,ATT,vanilla,0.08008741587400436
57,VGG-Face,Facenet512,lfw_pairs,impersonation_attack,ATT,vanilla,0.4960073232650757
57,VGG-Face,ArcFace,lfw_pairs,impersonation_attack,ATT,vanilla,0.3614354729652405
57,VGG-Face,GhostFaceNet,lfw_pairs,impersonation_attack,ATT,vanilla,-0.031137224286794662
57,VGG-Face,IR152,lfw_pairs,impersonation_attack,ATT,vanilla,0.14738723635673523
60,VGG-Face,Facenet512,lfw_pairs,impersonation_attack,ATT,vanilla,0.6254395842552185
60,VGG-Face,ArcFace,lfw_pairs,impersonation_attack,ATT,vanilla,0.47334036231040955
60,VGG-Face,GhostFaceNet,lfw_pairs,impersonation_attack,ATT,vanilla,0.07346092164516449
60,VGG-Face,IR152,lfw_pairs,impersonation_attack,ATT,vanilla,-0.009457703679800034
2,VGG-Face,Facenet512,celeba_pairs,impersonation_attack,ATT,vanilla,0.5514473915100098
2,VGG-Face,ArcFace,celeba_pairs,impersonation_attack,ATT,vanilla,0.33924856781959534
2,VGG-Face,GhostFaceNet,celeba_pairs,impersonation_attack,ATT,vanilla,0.11835072934627533
2,VGG-Face,IR152,celeba_pairs,impersonation_attack,ATT,vanilla,0.20262230932712555
8,VGG-Face,Facenet512,celeba_pairs,impersonation_attack,ATT,vanilla,0.15432529151439667
8,VGG-Face,ArcFace,celeba_pairs,impersonation_attack,ATT,vanilla,0.35770153999328613
8,VGG-Face,GhostFaceNet,celeba_pairs,impersonation_attack,ATT,vanilla,0.1283193826675415
8,VGG-Face,IR152,celeba_pairs,impersonation_attack,ATT,vanilla,0.05532590299844742
12,VGG-Face,Facenet512,celeba_pairs,impersonation_attack,ATT,vanilla,0.3452930450439453
12,VGG-Face,ArcFace,celeba_pairs,impersonation_attack,ATT,vanilla,0.26864999532699585
12,VGG-Face,GhostFaceNet,celeba_pairs,impersonation_attack,ATT,vanilla,0.008795220404863358
12,VGG-Face,IR152,celeba_pairs,impersonation_attack,ATT,vanilla,0.07960145175457001
26,VGG-Face,Facenet512,celeba_pairs,impersonation_attack,ATT,vanilla,0.019747477024793625
26,VGG-Face,ArcFace,celeba_pairs,impersonation_attack,ATT,vanilla,0.18200531601905823
26,VGG-Face,GhostFaceNet,celeba_pairs,impersonation_attack,ATT,vanilla,0.05848313122987747
26,VGG-Face,IR152,celeba_pairs,impersonation_attack,ATT,vanilla,0.048201680183410645
34,VGG-Face,Facenet512,celeba_pairs,impersonation_attack,ATT,vanilla,0.5188153982162476
34,VGG-Face,ArcFace,celeba_pairs,impersonation_attack,ATT,vanilla,0.23920196294784546
34,VGG-Face,GhostFaceNet,celeba_pairs,impersonation_attack,ATT,vanilla,0.06485110521316528
34,VGG-Face,IR152,celeba_pairs,impersonation_attack,ATT,vanilla,0.020694375038146973
3,VGG-Face,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,0.10715878009796143
3,VGG-Face,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.37223097681999207
3,VGG-Face,GhostFaceNet,vggface2_pairs,impersonation_attack,ATT,vanilla,0.13059285283088684
3,VGG-Face,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,0.1094934493303299
5,VGG-Face,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,0.11255593597888947
5,VGG-Face,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.05704539641737938
5,VGG-Face,GhostFaceNet,vggface2_pairs,impersonation_attack,ATT,vanilla,0.181314155459404
5,VGG-Face,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,-0.01644911803305149
17,VGG-Face,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,0.5533462166786194
17,VGG-Face,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.5763633847236633
17,VGG-Face,GhostFaceNet,vggface2_pairs,impersonation_attack,ATT,vanilla,0.048903077840805054
17,VGG-Face,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,0.10170900821685791
19,VGG-Face,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,0.1403311938047409
19,VGG-Face,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.355842649936676
19,VGG-Face,GhostFaceNet,vggface2_pairs,impersonation_attack,ATT,vanilla,0.04113907739520073
19,VGG-Face,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,0.02949051931500435
21,VGG-Face,Facenet512,vggface2_pairs,impersonation_attack,ATT,vanilla,-0.03747373819351196
21,VGG-Face,ArcFace,vggface2_pairs,impersonation_attack,ATT,vanilla,0.3736083507537842
21,VGG-Face,GhostFaceNet,vggface2_pairs,impersonation_attack,ATT,vanilla,0.10110574215650558
21,VGG-Face,IR152,vggface2_pairs,impersonation_attack,ATT,vanilla,-0.027344554662704468
6,VGG-Face,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.3214693069458008
6,VGG-Face,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.46670255064964294
6,VGG-Face,GhostFaceNet,lfw_pairs,dodging_attack,ATT,vanilla,0.22327303886413574
6,VGG-Face,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.16886252164840698
9,VGG-Face,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.5625698566436768
9,VGG-Face,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.19327865540981293
9,VGG-Face,GhostFaceNet,lfw_pairs,dodging_attack,ATT,vanilla,0.25788259506225586
9,VGG-Face,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.5589956641197205
15,VGG-Face,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.16245846450328827
15,VGG-Face,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.37127476930618286
15,VGG-Face,GhostFaceNet,lfw_pairs,dodging_attack,ATT,vanilla,0.18726909160614014
15,VGG-Face,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.3466086983680725
16,VGG-Face,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.4489346146583557
16,VGG-Face,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.3852378726005554
16,VGG-Face,GhostFaceNet,lfw_pairs,dodging_attack,ATT,vanilla,0.0974021703004837
16,VGG-Face,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.4219774603843689
23,VGG-Face,Facenet512,lfw_pairs,dodging_attack,ATT,vanilla,0.36562734842300415
23,VGG-Face,ArcFace,lfw_pairs,dodging_attack,ATT,vanilla,0.40416067838668823
23,VGG-Face,GhostFaceNet,lfw_pairs,dodging_attack,ATT,vanilla,0.18114514648914337
23,VGG-Face,IR152,lfw_pairs,dodging_attack,ATT,vanilla,0.38700631260871887
18,VGG-Face,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.3474542796611786
18,VGG-Face,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.44534236192703247
18,VGG-Face,GhostFaceNet,celeba_pairs,dodging_attack,ATT,vanilla,0.29563742876052856
18,VGG-Face,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.34643489122390747
27,VGG-Face,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.4322558641433716
27,VGG-Face,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.5425079464912415
27,VGG-Face,GhostFaceNet,celeba_pairs,dodging_attack,ATT,vanilla,0.2879003584384918
27,VGG-Face,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.5748851299285889
28,VGG-Face,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.5877561569213867
28,VGG-Face,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.22430537641048431
28,VGG-Face,GhostFaceNet,celeba_pairs,dodging_attack,ATT,vanilla,0.2940446734428406
28,VGG-Face,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.42273402214050293
30,VGG-Face,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,-0.01884538121521473
30,VGG-Face,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.26466187834739685
30,VGG-Face,GhostFaceNet,celeba_pairs,dodging_attack,ATT,vanilla,0.1616232991218567
30,VGG-Face,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.3157687485218048
33,VGG-Face,Facenet512,celeba_pairs,dodging_attack,ATT,vanilla,0.7440804243087769
33,VGG-Face,ArcFace,celeba_pairs,dodging_attack,ATT,vanilla,0.6339108943939209
33,VGG-Face,GhostFaceNet,celeba_pairs,dodging_attack,ATT,vanilla,0.538881778717041
33,VGG-Face,IR152,celeba_pairs,dodging_attack,ATT,vanilla,0.5007928609848022
1,VGG-Face,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.1271490752696991
1,VGG-Face,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.1560940146446228
1,VGG-Face,GhostFaceNet,vggface2_pairs,dodging_attack,ATT,vanilla,0.2118978053331375
1,VGG-Face,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.37421461939811707
4,VGG-Face,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.260524183511734
4,VGG-Face,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.01498478278517723
4,VGG-Face,GhostFaceNet,vggface2_pairs,dodging_attack,ATT,vanilla,0.04377187788486481
4,VGG-Face,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.203899547457695
7,VGG-Face,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.25319141149520874
7,VGG-Face,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.2675391435623169
7,VGG-Face,GhostFaceNet,vggface2_pairs,dodging_attack,ATT,vanilla,0.12216705083847046
7,VGG-Face,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.2359347939491272
10,VGG-Face,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.5020360946655273
10,VGG-Face,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.40510857105255127
10,VGG-Face,GhostFaceNet,vggface2_pairs,dodging_attack,ATT,vanilla,0.23955552279949188
10,VGG-Face,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.4646487534046173
11,VGG-Face,Facenet512,vggface2_pairs,dodging_attack,ATT,vanilla,0.2816579341888428
11,VGG-Face,ArcFace,vggface2_pairs,dodging_attack,ATT,vanilla,0.14413169026374817
11,VGG-Face,GhostFaceNet,vggface2_pairs,dodging_attack,ATT,vanilla,0.13980227708816528
11,VGG-Face,IR152,vggface2_pairs,dodging_attack,ATT,vanilla,0.3227645754814148
