row_id,attacker_model,img1,img2,dataset,attack_type,pgd_path,mi_fgsm_path,ti_fgsm_path,si_ni_fgsm_path,mi_admix_di_ti_path,att_path
30,ArcFace,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r30_042909_to_048579_dodging_attack_15d8985b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r30_042909_to_048579_dodging_attack_d00b5ee6.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r30_042909_to_048579_dodging_attack_5480bf67.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r30_042909_to_048579_dodging_attack_126d024a.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r30_042909_to_048579_dodging_attack_6e510a25.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r30_042909_to_048579_dodging_attack_528906dc.png
33,ArcFace,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r33_169016_to_171037_dodging_attack_9f0d73bd.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r33_169016_to_171037_dodging_attack_c347d313.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r33_169016_to_171037_dodging_attack_3165b2c9.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r33_169016_to_171037_dodging_attack_ac6f494a.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r33_169016_to_171037_dodging_attack_11c56781.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r33_169016_to_171037_dodging_attack_caa28e23.png
1,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_f850cd60.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_c7091090.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_dd63aa19.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_f53cfc22.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_9202e2c0.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_8e38e6b4.png
4,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0348_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_e51abc85.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_cf6ccdf2.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_a2495dc8.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_43a951af.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_69f8a236.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_43490c32.png
7,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0058_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0081_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_7388b441.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_d5f752c9.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_7407efea.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_1ff8505b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_be90006c.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_2ffde451.png
10,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0022_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0076_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_869f951d.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_3b925685.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_760f5432.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_31283916.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_0e52ff12.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_a0c53689.png
11,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0176_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0335_03.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_6aebf289.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_df74cfb5.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_55bed318.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_5a9a3401.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_64ffc80d.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_bc947397.png
0,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r0_Renee_Zellweger_1_to_Catherine_Deneuve_2_impersonation_attack_3fafd23b.png
32,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r32_Donald_Rumsfeld_105_to_Paul_Burrell_11_impersonation_attack_34930cb4.png
48,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r48_Renee_Zellweger_14_to_Venus_Williams_9_impersonation_attack_6ee183b8.png
57,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_10.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_2.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r57_Mike_Weir_10_to_Luis_Horna_2_impersonation_attack_ffab7adb.png
60,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_9.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_22.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r60_Jason_Kidd_9_to_Luiz_Inacio_Lula_da_Silva_22_impersonation_attack_89ee4a29.png
2,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/107859.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/031892.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r2_107859_to_031892_impersonation_attack_452b158c.png
8,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/023666.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/010959.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r8_023666_to_010959_impersonation_attack_3da496d0.png
12,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/003089.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/016966.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r12_003089_to_016966_impersonation_attack_49e143aa.png
26,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/113117.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/129449.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r26_113117_to_129449_impersonation_attack_9e13a447.png
34,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/001430.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/046649.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r34_001430_to_046649_impersonation_attack_70bdcacc.png
3,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0076_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0080_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_28606189.png
5,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0204_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0070_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_2245ee51.png
17,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0036_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0087_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_62cf3b2c.png
19,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0012_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0101_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_94118e31.png
21,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0183_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0113_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_2eccec04.png
6,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_8.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_80d7d218.png
9,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_cc541038.png
15,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_a8fe6448.png
16,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_1b8b5e9b.png
23,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_17fd1a65.png
18,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r18_092809_to_108708_dodging_attack_1743799e.png
27,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r27_023869_to_024923_dodging_attack_0614cc79.png
28,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r28_130980_to_147767_dodging_attack_4bee9074.png
30,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r30_042909_to_048579_dodging_attack_e02582e9.png
33,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r33_169016_to_171037_dodging_attack_314150e4.png
1,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_c7523a90.png
4,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0348_01.jpg,vggface2_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_ef6ad160.png
7,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0058_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0081_01.jpg,vggface2_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_213192a4.png
10,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0022_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0076_01.jpg,vggface2_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_4a47cd86.png
11,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0176_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0335_03.jpg,vggface2_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_9189710f.png
0,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r0_Renee_Zellweger_1_to_Catherine_Deneuve_2_impersonation_attack_91843eb8.png
32,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r32_Donald_Rumsfeld_105_to_Paul_Burrell_11_impersonation_attack_cc248322.png
48,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r48_Renee_Zellweger_14_to_Venus_Williams_9_impersonation_attack_dd70bd1f.png
57,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_10.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_2.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r57_Mike_Weir_10_to_Luis_Horna_2_impersonation_attack_1ae37936.png
60,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_9.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_22.jpg,lfw_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r60_Jason_Kidd_9_to_Luiz_Inacio_Lula_da_Silva_22_impersonation_attack_5405045d.png
2,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/107859.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/031892.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r2_107859_to_031892_impersonation_attack_55355e84.png
8,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/023666.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/010959.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r8_023666_to_010959_impersonation_attack_4d04c616.png
12,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/003089.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/016966.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r12_003089_to_016966_impersonation_attack_3d27c11e.png
26,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/113117.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/129449.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r26_113117_to_129449_impersonation_attack_cd45f030.png
34,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/001430.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/046649.jpg,celeba_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r34_001430_to_046649_impersonation_attack_dd1604bb.png
3,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0076_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0080_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_eed4348c.png
5,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0204_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0070_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_8080bf2d.png
17,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0036_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0087_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_4e75f8d5.png
19,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0012_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0101_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_0a2971f1.png
21,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0183_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0113_01.jpg,vggface2_pairs,impersonation_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_dd08713b.png
6,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_8.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_3518ade4.png
9,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_ba142d18.png
15,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_e32617c2.png
16,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_032ebb46.png
23,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_4c69aea3.png
18,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r18_092809_to_108708_dodging_attack_9b796425.png
27,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r27_023869_to_024923_dodging_attack_66f23579.png
28,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r28_130980_to_147767_dodging_attack_867d0969.png
30,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,,,,,,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r30_042909_to_048579_dodging_attack_03fa59c0.png
